ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
104,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,M,Male,Y_GE12,12 years old and over,U,Urban,7.34,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.,2017,"sex, age, urbanization",1
105,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,F,Female,Y_GE15,15 years old and over,U,Urban,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
106,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,M,Male,Y_GE15,15 years old and over,U,Urban,6.52,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
107,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,2006,F,Female,Y_GE15,15 years old and over,_T,All areas,7.57,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2006 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
108,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,2006,M,Male,Y_GE15,15 years old and over,_T,All areas,7.42,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2006 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
109,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,2010,F,Female,Y20T74,20 to 74 years old,_T,All areas,6.72,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
110,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,2010,M,Male,Y20T74,20 to 74 years old,_T,All areas,5.38,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
111,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",638,Réunion,REU,55.53171398,-21.13183266,Sub-Saharan Africa,2010,F,Female,Y_GE15,15 years old and over,_T,All areas,6.08,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
112,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",638,Réunion,REU,55.53171398,-21.13183266,Sub-Saharan Africa,2010,M,Male,Y_GE15,15 years old and over,_T,All areas,5.92,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
113,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2011,F,Female,Y_GE10,10 years old and over,_T,All areas,6.42,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the 2011 Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
114,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2011,M,Male,Y_GE10,10 years old and over,_T,All areas,6.2,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the 2011 Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
115,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2014,F,Female,Y_GE15,15 years old and over,_T,All areas,8.48,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.,2017,"sex, age, urbanization",1
116,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2014,M,Male,Y_GE15,15 years old and over,_T,All areas,7.88,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.,2017,"sex, age, urbanization",1
117,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,2015,F,Female,Y_GE15,15 years old and over,_T,All areas,7.9,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2015 Gross National Happiness Survey to apply ICATUS.,2017,"sex, age, urbanization",1
118,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,2015,M,Male,Y_GE15,15 years old and over,_T,All areas,7.48,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2015 Gross National Happiness Survey to apply ICATUS.,2017,"sex, age, urbanization",1
119,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2016,F,Female,Y_GE10,10 years old and over,_T,All areas,6.43,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the 2016 Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",1
120,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2016,M,Male,Y_GE10,10 years old and over,_T,All areas,6.2,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the 2016 Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",1
121,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,2005,F,Female,Y_GE15,15 years old and over,_T,All areas,5.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2nd Malawi Integrated household survey (IHS2) to apply ICATUS.,2017,"sex, age, urbanization",1
122,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,2005,M,Male,Y_GE15,15 years old and over,_T,All areas,4.47,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2nd Malawi Integrated household survey (IHS2) to apply ICATUS.,2017,"sex, age, urbanization",1
123,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,F,Female,Y_GE10,10 years old and over,_T,All areas,7.18,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
124,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,M,Male,Y_GE10,10 years old and over,_T,All areas,5.15,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
125,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,F,Female,Y_GE65,65 years old and over,_T,All areas,5.13,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
126,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,M,Male,Y_GE65,65 years old and over,_T,All areas,3.12,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
127,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2003,F,Female,Y_GE15,15 years old and over,_T,All areas,7.34,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2003 to apply ICATUS.,2017,"sex, age, urbanization",
128,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2003,M,Male,Y_GE15,15 years old and over,_T,All areas,7.32,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2003 to apply ICATUS.,2017,"sex, age, urbanization",
129,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2004,F,Female,Y_GE15,15 years old and over,_T,All areas,7.42,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2004 to apply ICATUS.,2017,"sex, age, urbanization",
130,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2004,M,Male,Y_GE15,15 years old and over,_T,All areas,7.13,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2004 to apply ICATUS.,2017,"sex, age, urbanization",
131,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2005,F,Female,Y_GE15,15 years old and over,_T,All areas,7.36,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2005 to apply ICATUS.,2017,"sex, age, urbanization",
132,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2005,M,Male,Y_GE15,15 years old and over,_T,All areas,7.14,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2005 to apply ICATUS.,2017,"sex, age, urbanization",
133,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2006,F,Female,Y_GE15,15 years old and over,_T,All areas,7.27,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2006 to apply ICATUS.,2017,"sex, age, urbanization",
134,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2006,M,Male,Y_GE15,15 years old and over,_T,All areas,7.15,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2006 to apply ICATUS.,2017,"sex, age, urbanization",
135,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2007,F,Female,Y_GE15,15 years old and over,_T,All areas,7.43,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",
136,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2007,M,Male,Y_GE15,15 years old and over,_T,All areas,7.22,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2007 to apply ICATUS.,2017,"sex, age, urbanization",
137,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2008,F,Female,Y_GE15,15 years old and over,_T,All areas,7.17,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2008 to apply ICATUS.,2017,"sex, age, urbanization",
138,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2008,M,Male,Y_GE15,15 years old and over,_T,All areas,7.11,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2008 to apply ICATUS.,2017,"sex, age, urbanization",
139,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2009,F,Female,Y_GE15,15 years old and over,_T,All areas,7.02,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",
140,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2009,M,Male,Y_GE15,15 years old and over,_T,All areas,6.94,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",
141,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2010,F,Female,Y_GE15,15 years old and over,_T,All areas,7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2010 to apply ICATUS.,2017,"sex, age, urbanization",
142,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2010,M,Male,Y_GE15,15 years old and over,_T,All areas,6.77,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2010 to apply ICATUS.,2017,"sex, age, urbanization",
143,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2011,F,Female,Y_GE15,15 years old and over,_T,All areas,6.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2011 to apply ICATUS.,2017,"sex, age, urbanization",
144,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2011,M,Male,Y_GE15,15 years old and over,_T,All areas,6.87,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2011 to apply ICATUS.,2017,"sex, age, urbanization",
145,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2012,F,Female,Y_GE15,15 years old and over,_T,All areas,6.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2012 to apply ICATUS.,2017,"sex, age, urbanization",
146,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2012,M,Male,Y_GE15,15 years old and over,_T,All areas,6.67,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2012 to apply ICATUS.,2017,"sex, age, urbanization",
147,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2013,F,Female,Y_GE15,15 years old and over,_T,All areas,6.89,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2013 to apply ICATUS.,2017,"sex, age, urbanization",
148,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2013,M,Male,Y_GE15,15 years old and over,_T,All areas,6.83,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2013 to apply ICATUS.,2017,"sex, age, urbanization",
149,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2014,F,Female,Y_GE15,15 years old and over,_T,All areas,7.05,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2014 to apply ICATUS.,2017,"sex, age, urbanization",
150,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2014,M,Male,Y_GE15,15 years old and over,_T,All areas,6.88,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the American Time Use Survey 2014 to apply ICATUS.,2017,"sex, age, urbanization",
151,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,2007,F,Female,_T,All age ranges or no breakdown by age,_T,All areas,8.42,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Pilot Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
152,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,2007,M,Male,_T,All age ranges or no breakdown by age,_T,All areas,7.13,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Pilot Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
153,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2012,F,Female,Y_GE15,15 years old and over,_T,All areas,5.95,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Questions in the National Sample Survey of Households (PNAD) on the hours spent on domestic work to apply ICATUS.,2017,"sex, age, urbanization",1
154,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2012,M,Male,Y_GE15,15 years old and over,_T,All areas,5.45,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Questions in the National Sample Survey of Households (PNAD) on the hours spent on domestic work to apply ICATUS.,2017,"sex, age, urbanization",1
155,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,2005,F,Female,Y_GE12,12 years old and over,_T,All areas,5.3,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey 2005 on the use of time in Belgium to apply ICATUS.,2017,"sex, age, urbanization",
156,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,2005,M,Male,Y_GE12,12 years old and over,_T,All areas,5.08,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey 2005 on the use of time in Belgium to apply ICATUS.,2017,"sex, age, urbanization",
157,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2010,F,Female,Y_GE15,15 years old and over,_T,All areas,6.08,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time 2009-2010 / EDT to apply ICATUS.,2017,"sex, age, urbanization",1
158,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2010,M,Male,Y_GE15,15 years old and over,_T,All areas,5.92,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time 2009-2010 / EDT to apply ICATUS.,2017,"sex, age, urbanization",1
159,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2007,F,Female,Y_GE15,15 years old and over,_T,All areas,8.67,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time and unpaid work 2007 to apply ICATUS.,2017,"sex, age, urbanization",
160,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2007,M,Male,Y_GE15,15 years old and over,_T,All areas,7.27,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time and unpaid work 2007 to apply ICATUS.,2017,"sex, age, urbanization",
