ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
181,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2003,F,Female,8.19,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
182,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,2009,F,Female,8.29,PT,Percent,C,Country data,G,Global,Reference group coverage: Total employment,LFS - Labour Force Survey,2021,sex,
183,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2017,F,Female,8.36,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Household Employment Survey,2021,sex,1
184,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,422,Lebanon,LBN,35.89391711,33.92152458,Northern Africa and Western Asia,2007,F,Female,8.44,PT,Percent,C,Country data,G,Global,Data reference period: February,HIES - Living Conditions Survey,2021,sex,
185,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2002,F,Female,8.45,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
186,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2003,F,Female,8.53,PT,Percent,C,Country data,G,Global,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,LFS - Labour Force Sample Survey,2021,sex,
187,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2007,F,Female,8.57,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
188,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2009,F,Female,8.62,PT,Percent,C,Country data,G,Global,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",LFS - Economically Active Population Survey,2021,sex,
189,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2006,F,Female,8.64,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
190,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2007,F,Female,8.87,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
191,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,2006,F,Female,8.95,PT,Percent,C,Country data,G,Global,Data reference period: April,LFS - Labour Force Survey,2021,sex,
192,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,2010,F,Female,8.95,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,1
193,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2002,F,Female,9,PT,Percent,C,Country data,G,Global,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,LFS - Labour Force Sample Survey,2021,sex,
194,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2004,F,Female,9.17,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
195,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2000,F,Female,9.19,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
196,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,2007,F,Female,9.22,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
197,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2001,F,Female,9.24,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
198,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2000,F,Female,9.32,PT,Percent,C,Country data,G,Global,"Population coverage: Nationals, residents | Age coverage - minimum age: 12 years old",LFS - Labour Force Survey,2021,sex,
199,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2001,F,Female,9.34,PT,Percent,C,Country data,G,Global,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,LFS - Labour Force Sample Survey,2021,sex,
200,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2010,F,Female,9.4,PT,Percent,C,Country data,G,Global,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",LFS - Economically Active Population Survey,2021,sex,
201,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2008,F,Female,9.5,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
202,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2005,F,Female,9.61,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
203,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2002,F,Female,9.64,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
204,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2003,F,Female,9.69,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
205,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,2006,F,Female,9.71,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
206,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2012,F,Female,9.73,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
207,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2008,F,Female,9.74,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
208,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2016,F,Female,9.77,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Economically Active Population Survey,2021,sex,
209,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2008,F,Female,9.83,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
210,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2002,F,Female,9.88,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
211,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2014,F,Female,9.89,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Household Employment Survey,2021,sex,
212,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,784,United Arab Emirates,ARE,53.98279159,23.43322219,Northern Africa and Western Asia,2008,F,Female,9.95,PT,Percent,C,Country data,G,Global,Data reference period: February,LFS - Labour Force Survey,2021,sex,
213,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2010,F,Female,10.04,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
214,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2012,F,Female,10.05,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
215,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2011,F,Female,10.09,PT,Percent,C,Country data,G,Global,"Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",LFS - Economically Active Population Survey,2021,sex,
216,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,626,Timor-Leste,TLS,125.9451052,-8.797497247,Eastern and South-Eastern Asia,2010,F,Female,10.1,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
217,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2000,F,Female,10.11,PT,Percent,C,Country data,G,Global,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old,LFS - Labour Force Sample Survey,2021,sex,
218,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2008,F,Female,2.96,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
219,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2013,F,Female,3.02,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
220,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2011,F,Female,3.3,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
221,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2010,F,Female,3.33,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
222,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2006,F,Female,3.37,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
223,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2007,F,Female,3.43,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
224,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,2011,F,Female,3.95,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,HIES - Questionnaire on Indicators of Well-being,2021,sex,
225,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,4,Afghanistan,AFG,66.02688198,33.83160199,Central and Southern Asia,2017,F,Female,4.05,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HIES - Living Conditions Survey,2021,sex,1
226,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,2014,F,Female,4.12,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,1
227,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2014,F,Female,4.15,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
228,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2009,F,Female,4.36,PT,Percent,C,Country data,G,Global,Reference group coverage: Total employment,LFS - Labor Force Sample Survey,2021,sex,
229,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2001,F,Female,4.71,PT,Percent,C,Country data,G,Global,Data reference period: October | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons,LFS - Labor Force Sample Survey,2021,sex,
230,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2004,F,Female,4.87,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Household Employment Survey,2021,sex,
231,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2018,F,Female,4.93,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,LFS - Labour Force Survey,2021,sex,1
232,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2000,F,Female,5,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
233,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2001,F,Female,5.24,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Household Employment Survey,2021,sex,
234,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,2009,F,Female,5.38,PT,Percent,C,Country data,G,Global,Reference group coverage: Total employment,LFS - Labour Force Survey,2021,sex,
235,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,F,Female,5.53,PT,Percent,C,Country data,G,Global,Data reference period: June | Population coverage: Excluding nationals in the private sector,LFS - Labour Force Survey,2021,sex,
236,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2002,F,Female,5.6,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
237,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,2010,F,Female,5.66,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
238,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2003,F,Female,5.69,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Household Employment Survey,2021,sex,
239,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2001,F,Female,5.95,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
240,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2003,F,Female,5.97,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
241,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2003,F,Female,6.18,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Household Labour Force Survey,2021,sex,
242,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,4,Afghanistan,AFG,66.02688198,33.83160199,Central and Southern Asia,2014,F,Female,6.37,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HIES - Living Conditions Survey,2021,sex,
243,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2017,F,Female,6.37,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
244,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2015,F,Female,6.42,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
245,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2004,F,Female,6.56,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Household Labour Force Survey,2021,sex,
246,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2002,F,Female,6.78,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Household Labour Force Survey,2021,sex,
247,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,2013,F,Female,6.8,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,1
248,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2007,F,Female,6.83,PT,Percent,C,Country data,G,Global,Data reference period: October,LFS - Labor Force Sample Survey,2021,sex,
249,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2018,F,Female,6.91,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
250,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2019,F,Female,6.91,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
251,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2005,F,Female,6.94,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Household Labour Force Survey,2021,sex,
252,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2004,F,Female,7.09,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
253,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2019,F,Female,7.09,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,1
254,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2016,F,Female,7.11,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
255,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,682,Saudi Arabia,SAU,44.54763347,24.12594211,Northern Africa and Western Asia,2008,F,Female,7.12,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
256,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2013,F,Female,7.12,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
257,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,887,Yemen,YEM,45.22389143,15.22242099,Northern Africa and Western Asia,2004,F,Female,7.14,PT,Percent,C,Country data,G,Global,,PC - Population Census,2021,sex,
258,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2006,F,Female,7.28,PT,Percent,C,Country data,G,Global,Data reference period: October,LFS - Labor Force Sample Survey,2021,sex,
259,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,34,Southern Asia,,,,Central and Southern Asia,2017,F,Female,12.54,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
260,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2016,F,Female,11.94,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
261,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2001,F,Female,12.56,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
262,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2000,F,Female,12.02,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
